title,url
" Corn and soybean production up in 2021, USDA Reports: Corn and soybean stocks up from year earlier, winter Wheat Seedings up for 2022",https://www.nass.usda.gov/Newsroom/2022/01-12-2022.php
United States hog inventory down 4%,https://www.nass.usda.gov/Newsroom/archive/2021/12-23-2021.php
USDA to test 2022 Census of Agriculture online questionnaire in new Respondent Portal,https://www.nass.usda.gov/Newsroom/archive/2021/12-16-2021.php
USDA to conduct study about Agricultural Producers,https://www.nass.usda.gov/Newsroom/archive/2021/12-15-2021.php
USDA to begin National Agricultural Classification Survey in preparation for upcoming 2022 Census of Agriculture,https://www.nass.usda.gov/Newsroom/archive/2021/12-06-2021.php
Producers still have time to respond to USDA hemp survey,https://www.nass.usda.gov/Newsroom/archive/2021/11-08-2021.php
CroplandCROS web app updates existing geospatial data product for agricultural commodities in the United States,https://www.nass.usda.gov/Newsroom/archive/2021/10-28-2021.php
USDA NASS conducts its first Hemp Acreage and Production Survey,https://www.nass.usda.gov/Newsroom/archive/2021/10-13-2021.php
US corn and soybean production up from September,https://www.nass.usda.gov/Newsroom/archive/2021/10-12-2021.php
"US corn ending stocks down 36% from September 2020, Soybean ending stocks down 51% from last year",https://www.nass.usda.gov/Newsroom/archive/2021/09-30-2021.php
United States hog inventory down 4%,https://www.nass.usda.gov/Newsroom/archive/2021/09-24-2021.php
USDA to host special virtual data users’ meeting to gather public input on statistical programs,https://www.nass.usda.gov/Newsroom/archive/2021/09-22-2021.php
"USDA forecasts US corn, soybean, cotton production up from 2020",https://www.nass.usda.gov/Newsroom/archive/2021/09-10-2021.php
USDA forecasts US corn and soybean production up from 2020,https://www.nass.usda.gov/Newsroom/archive/2021/08-12-2021.php
United States Cattle Inventory Down 1 Percent,https://www.nass.usda.gov/Newsroom/archive/2021/07-23-2021.php
"Corn planted acreage up 2% from 2020, Soybean acreage up 5% from last year",https://www.nass.usda.gov/Newsroom/archive/2021/06-30-2021.php
United States hog inventory down 2%,https://www.nass.usda.gov/Newsroom/archive/2021/06-24-2021.php
Still time to respond to USDA’s National Agricultural Classification Survey,https://www.nass.usda.gov/Newsroom/archive/2021/06-08-2021.php
NASS honors three former employees in 2021 Hall of Fame induction,https://www.nass.usda.gov/Newsroom/archive/2021/04-21-2021.php
USDA’s National Agricultural Classification Survey is underway,https://www.nass.usda.gov/Newsroom/archive/2021/04-21-2021.php
USDA Weekly Crop Progress reporting gegins,https://www.nass.usda.gov/Newsroom/archive/2021/04-05-2021.php
US farmers expect to plant more corn and soybean acreage,https://www.nass.usda.gov/Newsroom/archive/2021/03-31-2021.php
United States hog inventory down 2%,https://www.nass.usda.gov/Newsroom/archive/2021/03-25-2021.php
USDA to host special two-day virtual Data Users’ Meeting to gather public input on Statistical Programs,https://www.nass.usda.gov/Newsroom/archive/2021/03-22-2021.php
NASA data powers new USDA National Agricultural Statistics Service Soil Moisture Portal,https://www.nass.usda.gov/Newsroom/archive/2021/03-08-2021.php
Still time to be counted in the 2020 Local Food Marketing Practices Survey,https://www.nass.usda.gov/Newsroom/archive/2021/02-23-2021.php
United States cattle inventory down slightly,https://www.nass.usda.gov/Newsroom/archive/2021/01-29-2021.php
USDA’s 2022 Census of Agriculture Content Test is underway,https://www.nass.usda.gov/Newsroom/archive/2021/01-27-2021.php
"Family-owned farms account for 96% of U.S. farms, according to the Census of Agriculture Typology Report",https://www.nass.usda.gov/Newsroom/archive/2021/01-22-2021.php
"Corn and soybean production up in 2020, USDA Reports",https://www.nass.usda.gov/Newsroom/archive/2021/01-12-2021a.php
 United States Hog Inventory Down 1 Percent,https://www.nass.usda.gov/Newsroom/archive/2020/12-23-2020.php
 U.S. Horticulture Operations Report $13.8 Billion in Sales,https://www.nass.usda.gov/Newsroom/archive/2020/12-08-2020.php
 USDA to Conduct 2020 Local Food Marketing Practices Survey,https://www.nass.usda.gov/Newsroom/archive/2020/11-30-2020.php
  USDA Appoints Members to the Advisory Committee on Agriculture Statistics,https://www.nass.usda.gov/Newsroom/archive/2020/11-10-2020.php
2019 Organic Survey results show sales up 31% from 2016,https://www.nass.usda.gov/Newsroom/archive/2020/10-22-2020.php
 U.S. Corn and Soybean Production Down from September,https://www.nass.usda.gov/Newsroom/archive/2020/10-09-2020.php
  USDA hosts virtual Data Users’ Meeting to seek public input on its statistical programs,https://www.nass.usda.gov/Newsroom/archive/2020/10-07-2020.php
"  US corn ending stocks down 10% from September 2019,Soybean ending stocks down 42% from last year",https://www.nass.usda.gov/Newsroom/archive/2020/09-30-2020.php
 United States Hog Inventory Up 1%,https://www.nass.usda.gov/Newsroom/archive/2020/09-24-2020.php
 USDA forecasts US corn and soybean production up from 2019,https://www.nass.usda.gov/Newsroom/archive/2020/09-11-2020.php
 USDA Forecasts US corn and soybean production up from 2019,https://www.nass.usda.gov/Newsroom/archive/2020/08-12-2020.php
 United States cattle inventory up slightly,https://www.nass.usda.gov/Newsroom/archive/2020/07-24-2020.php
" USDA releases 2018 Census of Agriculture Data for American Samoa, Commonwealth of Northern Mariana Islands, Guam, and US Virgin Islands",https://www.nass.usda.gov/Newsroom/archive/2020/07-21-2020.php
" Corn planted acreage up 3% from 2019, soybean acreage up 10% from last year",https://www.nass.usda.gov/Newsroom/archive/2020/06-30-2020.php
 United States Hog Inventory Up 5 Percent,https://www.nass.usda.gov/Newsroom/archive/2020/06-25-2020.php
 USDA Releases 2018 Puerto Rico Census of Agriculture,https://www.nass.usda.gov/Newsroom/archive/2020/06-09-2020.php
 USDA publica los datos del Censo de Agricultura de Puerto Rico de 2018,https://www.nass.usda.gov/Newsroom/archive/2020/06-09-2020a.php
